user_id,item_id
92,"331,1180,4277,1290,10607,1100,12404,8746,7120,10462,11024,9799,3364,4843,6081,6243,6610,1025,9455,4865,4664,8922,12593,5422,5672,2990,8277,5863,5859,5031"
97,"6971,6166,2218,10241,2291,13309,13101,11935,10434,9937,2292,1747,4698,6811,5495,3950,10674,3697,5135,8253,8472,11939,1634,10778,6625,2211,10550,9005,12758,4789"
100,"1290,10663,789,7120,12497,2218,6243,12030,4413,8567,9962,4929,9295,5135,10336,13309,11844,2957,2990,11884,12026,7471,5570,5810,9787,4777,9866,6725,10706,1491"
112,"2140,10607,1598,8562,5199,10326,10507,1244,3071,13127,3796,2199,7679,13024,6900,1448,6578,4851,331,7172,12773,3770,2460,952,4904,9511,12372,9097,10892,7344"
122,"1290,10663,4929,7120,2916,789,5303,5318,9684,8235,8922,9962,13309,9101,6243,10147,9799,10850,5135,10648,9786,8567,2339,12632,9438,239,11330,296,7762,5693"
133,"1290,789,5303,10663,4929,7120,1912,4277,9707,851,12745,8399,6220,969,2398,4387,2885,6270,8919,428,10644,9837,10441,8567,6020,4469,12632,8161,12654,9684"
141,"2140,2220,2199,10326,7392,5149,10704,5199,9295,8452,1841,5938,851,5610,1287,10241,11535,6928,8088,7856,13257,12599,5549,1495,3799,6571,12381,3523,523,1427"
144,"10663,1290,7120,4929,6243,789,9671,9880,7715,851,6220,9962,2380,5135,9668,13101,6445,7824,12869,13143,7024,3703,11298,7678,4695,3308,2885,5862,12978,6962"
149,"9799,5303,9962,12990,12923,4277,1934,4229,10336,3697,10608,1290,2648,7471,3875,152,9532,6243,7092,10147,4161,2903,6619,13247,9264,11463,10920,7198,379,12968"
153,"1180,4946,10566,2020,4315,3241,12681,4430,3870,12857,13058,11282,12865,1319,3750,7364,3950,436,5773,736,4568,13280,3442,9081,10544,5073,10244,1701,168,7507"
166,"6971,9799,5303,5135,11495,11288,331,2140,10687,4499,8271,7462,5999,9115,337,9794,12668,8452,1039,544,4904,9233,2890,1422,11452,8799,9126,10644,5022,10529"
220,"9115,5999,6220,1220,7839,544,5386,6926,8530,10581,5312,2218,3770,8235,3112,2343,6433,8772,9613,11282,10229,10326,2910,2185,9991,4413,2089,2384,4113,10340"
231,"1290,10663,4929,6243,7120,789,5135,8567,9962,2916,12497,7063,11540,9306,12026,11298,5545,2218,10648,1779,13101,4777,1717,2515,1590,8355,10224,4387,5761,6919"
262,"1996,4413,9938,5199,8459,820,6608,7053,9730,6665,12249,9877,8205,8049,11256,7120,609,12785,13184,13314,796,6302,7914,4223,6373,244,10581,12497,4529,6982"
274,"9962,1290,12990,2218,11088,6395,6515,789,7120,331,2988,8922,9866,10336,4413,5999,3515,13249,8405,220,11775,4258,11170,8567,4947,9405,5573,7817,12047,11818"
277,"8922,1634,6971,4109,1832,9998,2020,11960,42,10434,7770,11770,11528,4611,3770,2559,4904,3019,3241,12251,5467,8483,10067,13110,12990,8252,12104,1499,6456,6742"
281,"11540,4798,4101,11282,12857,2169,544,1996,2990,4326,9938,331,11843,12026,12385,5124,8421,4452,3112,5303,4262,9580,3766,4615,910,7562,11795,9700,9886,7710"
291,"12026,789,11540,4798,9580,4266,9962,4101,3031,10547,2990,1977,4777,8235,3112,454,4262,12869,621,1779,11569,10081,5598,6458,13056,11411,4929,7184,10097,12497"
300,"6960,9962,9178,8483,13296,6322,4266,4111,568,6812,1133,4602,12308,6787,10835,11143,5998,12156,10840,2453,2140,823,6924,10558,3071,3682,3871,11251,2518,1287"
310,"1290,10663,4929,8567,1779,1244,6166,1132,6243,12497,13101,4277,9050,7715,275,3737,6925,7383,7120,2957,8161,810,4448,7856,851,6007,2784,6141,1863,7391"
332,"8205,10241,2218,4413,5381,4387,6899,12497,10326,9580,10340,621,7784,7264,4101,2808,8857,760,8593,7063,10304,13284,3,8590,335,9201,4332,11997,11969,13270"
344,"7120,4387,9866,9962,5174,789,278,8402,10322,13249,11384,5025,11621,1378,2031,1062,13381,1305,4499,6515,5135,2019,8343,11360,5386,4973,9161,9733,4277,4576"
359,"6971,5999,9668,1408,6220,1912,13025,1726,2265,13244,1856,7707,6166,6892,4262,12681,11723,4525,345,13350,90,11384,11272,11281,4533,12668,7562,5532,4452,9504"
380,"4576,5135,9799,7120,10607,1290,7707,3982,789,5819,6926,6220,3909,4028,1750,5966,9962,10340,296,11626,5303,9428,13182,4199,1082,4602,7390,5318,9454,9072"
386,"4929,8235,2916,1290,4163,3317,3737,6095,11540,89,3668,9942,7637,13257,7063,1400,8922,9048,2020,9243,10551,6166,6060,7328,8399,8355,9937,7064,6243,4685"
426,"6220,6971,4277,3737,10124,1912,5999,1290,3799,3088,9454,13346,11540,6626,7707,4576,12051,11292,5369,7489,11326,7027,9564,13312,5214,4413,2220,12631,180,6283"
436,"331,10326,12758,10841,5999,10589,4974,11775,11024,10340,10122,4110,5946,10814,8254,4947,5272,4256,9937,3524,2774,11103,1891,6590,530,6437,4277,6515,13101,8217"
453,"1290,10663,4929,789,7120,12497,6220,8567,4277,9962,8707,6243,2885,5135,4974,1912,6554,10441,9837,2645,769,4413,6976,2608,4387,2044,665,5303,10648,10"
461,"7120,789,10663,4929,6243,8567,5303,2140,9962,2291,9865,12497,331,10644,296,3886,642,11969,83,6293,6824,9309,6625,5082,167,10607,11088,2916,13309,9155"
464,"1244,2916,3697,4929,10326,1400,296,6048,8562,8483,2972,12535,2847,8605,7197,9305,7471,7578,12767,2769,568,11114,1772,2380,936,6522,474,5238,6045,2903"
473,"1290,10663,4929,8567,13101,8922,6243,3697,12497,9405,7120,4777,5545,9962,7971,4388,11992,6576,8342,2916,2957,4325,11977,2682,89,4717,2559,8302,3886,7547"
481,"10663,1290,9962,2140,7578,2199,3697,2380,1634,5135,6243,9650,4929,5999,8021,8475,3554,4990,7197,10607,2671,9993,7471,10687,9592,2852,1460,10644,7120,10932"
490,"10326,9799,8277,11289,5685,5303,6107,10622,5755,10269,3982,1429,10607,11719,13328,6515,6166,9637,1025,12207,3120,3095,11134,7734,11569,7679,4563,1144,1799,9668"
494,"789,5135,10663,13309,6971,4811,7120,9962,6243,1290,1429,7558,6962,12030,3950,9510,7324,2218,11540,8221,13027,4777,10336,4163,8235,5973,8018,3306,1362,4414"
497,"1290,5303,7120,2218,4277,13257,6971,8590,11775,4974,10663,4413,5907,1244,8421,8567,8254,13381,8714,4258,6420,7745,1776,10326,1452,5468,11975,8562,5999,6515"
510,"1290,6243,13101,10663,3539,12497,12680,5573,2990,6610,10464,5135,3697,4777,5008,12030,8922,2286,11306,5545,7781,10507,12779,10152,8675,3364,6312,10670,1806,6051"
511,"1290,2140,2291,7120,6220,4929,11384,5135,2916,83,8593,89,7637,9937,6971,13355,9942,7462,1887,12331,10067,13314,4576,10530,10644,296,6888,5421,10498,6887"
512,"5303,4277,8590,9799,11384,7515,13296,12947,7197,4602,10607,6032,6971,2712,1244,6166,1996,3591,9602,331,3982,530,6925,8562,9569,137,12944,8335,7120,9229"
524,"789,1290,6971,5135,7120,6420,11939,3539,1223,5629,12030,851,11726,6660,4777,7590,2048,5008,12455,10241,2608,2861,2306,6461,4292,3922,4083,9942,6243,4111"
525,"1290,4929,10663,7120,6243,2885,12497,4387,8567,4664,11384,2506,10462,1912,9937,5839,4878,6003,4272,6790,6418,9600,5803,782,1180,4880,2670,265,10456,2726"
545,"10326,4798,8575,2905,9124,2559,1156,6383,9456,5264,4388,1516,8922,4912,3126,6960,1210,4813,2916,3122,13134,8055,11424,8562,1501,12606,11826,5278,1696,3440"
560,"4413,6971,12331,7817,6220,10322,6209,10340,12599,11651,6987,13296,9303,3515,9405,5303,9602,7197,6589,13182,4753,7438,9962,3106,11282,13381,3502,9942,1996,6999"
564,"10462,1634,12681,5060,1286,10326,13022,1180,976,8718,12665,10785,7123,8869,3296,7726,189,12404,3791,1439,2265,12073,5199,8687,217,4946,10094,7800,4816,1482"
566,"6220,789,5303,5135,1286,1634,13328,5573,4097,6166,9937,8505,8703,7063,7679,9865,2217,1744,3173,4597,6811,2700,6461,11024,13309,10241,5023,1778,3147,9942"
568,"331,4101,5999,9580,5303,6610,11540,910,544,10326,4262,13058,13021,8714,12041,7955,2007,9886,10340,4798,5022,4452,5524,11115,5532,11117,13348,2990,12385,3532"
570,"1290,10663,4929,7120,789,4798,13309,10607,1210,9962,3992,2885,12497,6925,2286,2883,2395,4277,7745,11517,5819,13101,4177,4777,11998,6243,12632,1085,12385,377"
573,"1290,10663,5135,9962,7120,789,2916,851,6515,11784,2380,2199,335,6243,2291,4929,11143,1065,12286,1287,4329,13259,3323,5065,9473,152,5303,10297,8689,6621"
594,"9962,8235,331,1598,5532,11775,8922,12026,12497,4974,1100,5303,2567,1987,4035,1487,2218,11357,2506,5507,10424,9164,9162,10340,9866,1326,12779,12094,6418,7578"
601,"10326,4387,8205,7063,1400,12497,2916,7120,168,12943,13314,789,2957,7590,8593,6213,1017,8254,8590,760,10663,11117,4077,8554,1305,11403,5135,2795,6646,12787"
605,"1290,7120,10663,789,6243,4929,9962,9671,5303,5135,13339,7471,4277,1996,12156,2199,851,1554,9564,8977,7197,10137,1542,7817,8567,6420,7285,61,11004,9609"
641,"789,1290,2140,9306,7138,5135,4262,13191,4228,1570,10712,5022,11609,2736,167,1356,2293,2199,11791,1996,12541,7865,10896,3591,9671,1187,10241,11004,13022,1856"
650,"2140,2169,9306,2343,12606,5760,12331,789,4413,7769,4315,9943,8881,9115,1558,10326,5199,12108,4915,9938,7138,1906,2233,9089,6276,12030,4519,2328,7035,12613"
675,"12606,12030,789,2343,13296,6971,13310,6960,8562,5199,11143,10562,12703,10000,2295,9115,4802,7769,10661,5135,13239,9943,2876,3805,2905,7072,5976,4029,10663,9511"
677,"1290,7120,9962,8922,789,10663,11626,10607,4576,9799,2916,8235,13309,12730,331,6371,4266,6148,7624,4929,10451,13101,11712,10322,1378,4777,11297,9866,3697,3411"
679,"8421,7312,2969,9217,4924,5642,13257,1597,12463,910,4229,10834,7439,10241,13185,228,12858,3621,3822,11701,5303,10156,820,1527,5199,13190,6656,563,9729,13114"
683,"8421,2218,5999,1180,10340,331,9409,11282,12026,10326,168,1996,11021,71,7562,1558,519,2309,638,782,10127,6962,8235,7154,1299,9886,9484,2089,3684,538"
687,"8922,10340,8018,7725,848,4163,1100,1598,5935,10138,4388,6962,4777,9983,10507,1210,5819,8126,7463,3577,2506,10846,4199,2957,12903,9638,12184,11106,10464,12719"
705,"1180,9072,11969,8922,4387,10792,12474,9937,10462,3737,9865,789,976,4163,2020,1278,5573,8343,2761,8196,10481,1286,11227,6612,6166,8399,9744,1444,6034,12838"
708,"1634,851,6610,12665,5573,11648,9637,9580,6191,9736,5282,2910,4798,11836,10736,10137,13067,4993,12026,9271,3796,12592,3539,6576,1779,8361,8004,8862,10816,12311"
712,"1290,789,2916,4929,9962,2291,13309,286,3539,4613,5135,10607,13027,10663,6243,7120,7637,969,3770,5557,7384,10736,83,4224,7317,7718,10473,3341,4576,4028"
715,"12474,2218,12497,9306,789,11165,3539,11751,10712,13433,3670,11992,228,11540,7547,89,4798,10326,4915,3870,10822,5149,8593,3251,2048,8922,851,6638,9331,2619"
728,"1290,10663,4929,6243,7120,789,12026,12497,8421,2291,1779,9405,8567,3055,4777,6576,851,4616,1776,3992,13101,717,7503,2885,13046,4798,4111,1218,2969,9962"
743,"1634,6971,789,5303,6166,672,4262,5545,5022,8472,1996,7927,12404,11784,6053,5532,7867,4789,6032,1187,4482,5482,12606,13281,5135,9192,9455,10420,1625,5341"
753,"2990,10462,10982,6614,5545,4664,6166,6270,1290,5261,8319,3549,13220,9707,85,9937,1638,1085,11229,3071,877,4865,12079,12463,6243,1400,1812,6973,4429,3524"
757,"9580,8421,4387,1746,5642,5433,1918,11299,3231,4101,11121,7941,2467,8626,10895,4020,2969,1841,6326,5549,5835,8414,4924,4965,9730,10326,9504,760,8254,1017"
768,"4101,2238,7637,6311,7558,9942,5964,1427,10229,11540,3483,741,12788,823,13284,9714,5325,8808,5711,8687,8080,2299,11033,3323,1773,2343,5976,9411,2514,1985"
797,"9799,2380,7706,10687,2218,2013,12389,8020,3055,13214,10063,3106,11262,2339,7727,995,7884,4199,9101,10429,6637,13167,11031,11288,7609,2789,1141,10480,6807,6712"
813,"2140,1290,5135,6971,4929,10663,11357,10674,8505,2291,4273,4101,11918,8472,789,5303,834,6220,2916,165,12606,7718,9309,9072,10235,4499,7466,6843,7575,2157"
832,"11282,4101,6220,2218,5124,3766,4413,12104,7027,12758,4658,6590,4575,4440,3950,6828,2319,12857,11289,6437,7723,2158,12414,9306,10987,3377,2489,10963,8452,1726"
833,"9962,5135,789,10663,13101,6220,13296,3697,6166,5485,10336,6971,10840,2218,2291,12857,5573,5214,6243,4544,9668,7539,3515,10389,3886,2328,9468,5623,13249,9671"
844,"6971,12030,10326,5303,789,7745,2108,5149,6224,2220,5663,10916,8562,9510,5681,7138,2048,2140,8922,12040,13182,7817,7197,2762,228,9799,5501,3507,1891,839"
858,"4929,10674,4413,2140,2218,2343,9072,789,3641,3737,180,491,7637,1912,10473,3143,1883,6220,9575,5961,1598,4615,4028,10224,9570,3704,6827,7243,7120,4199"
874,"5303,2218,4413,8472,6971,12026,5022,9942,8452,2291,5545,9580,851,5135,3055,6351,10281,4101,2286,6107,5363,11589,544,7529,6312,5999,9306,12668,4877,10519"
875,"5511,286,8562,9550,8590,5557,3539,9404,6751,2905,11939,6213,10473,5406,2343,3002,8318,6825,6060,3562,1006,7120,2384,2380,4929,11648,7983,3805,6610,7125"
892,"1290,10137,4576,10607,2291,10674,7723,5573,8300,4602,10389,3591,6900,4083,3107,976,3415,12541,6283,1176,3111,5819,3012,9671,6220,6020,11855,3538,2140,10916"
897,"4798,1779,7471,2169,6270,1912,5124,11869,1532,2957,3837,5292,9549,5613,8421,1888,12497,3677,8562,6005,345,24,7054,4491,9392,3207,10976,2718,8684,10708"
912,"4277,5303,10326,7637,789,11292,9962,5976,5875,6270,9799,3172,823,4947,544,12606,6746,6220,12404,5681,12704,11325,8746,6166,2881,11215,7639,2885,2774,1891"
924,"1290,10663,4929,13101,8161,6243,7120,8205,6899,8562,4101,732,3071,13346,10523,1912,5016,2514,2903,4602,5966,2140,2218,8235,3230,2789,8590,12026,11377,11384"
926,"5545,5819,6971,4101,7637,7830,11540,3971,2789,9087,12082,6166,7287,1408,6956,1634,13058,1287,911,4613,12404,10138,4857,11800,6846,11115,11871,9443,9931,4243"
933,"1290,7120,4929,4387,11405,6962,6971,789,11495,13381,11384,9962,9474,10608,4272,13249,2813,3977,4111,4199,7487,4499,5303,1378,10336,95,4634,11079,8830,8567"
944,"2218,9405,12104,2789,6638,5338,12389,13101,42,2770,10481,3122,5000,3213,5233,1241,6120,5018,7827,3003,11227,3068,11878,12268,5819,7814,638,2567,8871,12905"
951,"1290,789,13309,6971,6610,7723,7817,10217,5303,4111,5066,3992,6925,9101,12779,8606,1180,9733,3062,5681,11235,6391,8804,9684,8235,11054,1665,470,4822,10389"
974,"6220,3950,11282,5819,7707,3088,10340,976,9775,8359,1912,167,7723,8723,12104,4698,8399,4036,7364,7716,4315,4613,6028,5946,4946,2810,12758,6971,5142,1430"
1010,"1290,10663,789,4929,7120,9962,5135,12497,12857,9405,8567,6243,3886,8235,6418,13296,10336,10712,4698,1779,10607,13134,3643,10429,9127,10648,3950,2140,5422,6790"
1013,"6220,5303,8421,4101,2218,6166,11171,10340,2645,789,4321,9968,11602,7723,2567,6520,9937,4525,6588,1201,2158,331,1912,10154,11960,4256,8493,6660,5353,1746"
1016,"10326,2140,3870,851,9938,395,11751,2199,12606,1634,8206,7758,4056,7197,12108,5124,3115,1725,11103,13329,300,967,9799,2169,3333,5590,1256,5723,13191,4853"
1023,"1290,7120,12497,10663,13101,4929,2140,12758,12665,13185,5135,10389,2291,5485,5074,6243,6445,4430,1244,8567,1978,9306,10607,5573,9818,12632,11298,1085,10644,6578"
1035,"9799,5303,10340,1634,11282,7639,4817,1841,11488,5168,12663,4229,10376,5631,1073,11960,4742,934,10326,4440,3689,12404,3870,5467,9295,9729,4524,6205,1746,12071"
1046,"10326,4277,8590,2140,10663,6608,7120,609,13160,6107,12249,8459,9938,8562,6302,7578,811,7197,6589,10322,9859,4996,7462,2769,11289,12331,11020,4413,1977,2885"
1051,"9405,177,13101,8302,2218,10607,13257,2789,9771,10663,10273,8922,8483,4597,11149,8562,6024,6383,3060,2997,3352,6522,8325,11064,10464,738,11807,1025,12792,6764"
1057,"10326,2140,11190,4163,2957,6302,4602,10916,9668,1305,11417,4216,12806,2591,12276,2019,9848,3268,8459,2648,4145,2062,6528,12167,4637,9880,132,4996,6218,9382"
1064,"5819,9164,1769,10607,4101,13056,7955,5854,5422,8472,10126,1576,4072,9567,10063,4798,1133,1747,12665,3012,12225,8235,1141,2238,12463,5558,9580,9081,11790,11464"
1080,"9072,11384,4387,11723,5240,2158,8633,12990,1239,10608,4213,6467,11621,1543,11272,11818,2206,4893,7348,11381,11528,12480,959,3703,5199,10792,5147,1856,11111,3737"
1089,"2218,10663,5999,13101,2957,12497,7120,8205,5819,9771,5497,2990,1290,1779,11229,12665,4117,13191,4322,12774,4021,1978,5826,434,11012,13294,6270,8161,8018,61"
1090,"1290,10663,4929,2218,11775,2916,13101,8421,4387,6243,4798,8567,7120,11143,8562,2140,13114,9886,10138,1287,9962,6751,2133,2199,5907,1779,1244,11540,3532,10867"
1103,"789,1290,7120,5135,4929,9962,12497,5303,13309,6220,10607,2885,11384,4576,12990,8590,4387,6243,9937,8421,9405,8567,9072,4974,3697,4664,773,9799,83,5573"
1123,"9962,5135,11282,9799,10648,544,1914,4929,12404,1408,4266,3766,6091,789,10147,4615,11289,2916,9646,3697,5532,6926,1269,455,9551,13004,10699,4031,2641,1462"
1134,"2140,8562,12512,13257,12990,4101,4602,9937,6588,11969,12757,89,6515,13101,9886,5573,953,8590,10916,11651,2228,5835,2380,4163,8493,9309,11377,3071,4741,4216"
1136,"9962,2218,5303,789,13249,8405,10340,11282,3515,12026,2899,3662,5135,6968,11488,1634,9942,5265,9937,3886,11540,2567,12512,6625,12504,10429,7248,1876,156,3323"
1139,"12104,6971,8922,12578,3088,11282,2103,11651,4525,12665,2671,331,1978,9983,2762,6220,4698,11352,13150,7814,623,11630,3947,2489,7393,779,13152,11146,3165,8699"
1154,"4387,8922,4315,331,1290,4777,2916,12497,6610,3990,13101,9405,1421,5008,4659,7532,992,5999,2089,3055,12640,4036,6962,5294,1210,12418,8355,1063,3679,2583"
1169,"6971,6166,1244,5303,5745,12606,2648,10326,2916,7197,350,8064,7512,9746,841,5485,7867,10912,2591,12404,5761,7701,3697,3570,5999,2199,7522,6243,11475,6283"
1173,"789,2218,10663,2140,8399,9962,4602,10462,1290,5135,6811,10241,2291,6625,7715,851,6166,11106,12026,6576,11320,10998,8205,89,9738,6515,6026,1255,4014,5573"
1178,"8421,5303,2218,5124,6971,7723,12857,10963,11420,1243,3766,363,2775,4575,4430,9295,2158,8637,7436,6437,11299,8034,9098,10841,921,13053,4035,8247,9272,11384"
1190,"6971,9962,6220,13296,13027,2709,3055,5008,2218,2140,12426,12869,8034,8035,4101,9101,4321,12010,4698,13214,9937,13101,7499,331,13309,773,1234,12857,11789,12389"
1205,"2218,11282,5999,8053,5338,6220,5763,10913,5135,5570,10459,11705,5303,10434,7680,345,4927,9652,8442,2988,7063,10562,6548,5249,209,11800,9295,2580,9943,8608"
1217,"2218,1290,6166,13101,6971,10663,3085,732,11194,5545,1659,2567,10674,5573,8567,8590,2291,6515,9281,8161,6243,8205,2380,2140,3071,5761,9668,8835,5774,4525"
1218,"2140,9799,5303,4101,8958,89,13259,8810,9998,5280,7064,10963,9893,8842,8271,68,13077,2895,4358,165,11345,9306,10581,11517,1420,3030,2058,8084,6351,2850"
1230,"6638,851,10326,6166,12129,3670,13315,976,2020,6811,4448,11992,6007,8703,9937,5863,4163,11229,4915,2242,11751,560,6576,9983,1132,1085,3149,3514,7084,9067"
1250,"6971,11282,2140,4413,13296,9962,12331,9101,13214,8452,11289,12606,1711,6220,6667,7489,6925,9557,477,180,2133,9306,12374,6452,12026,4929,10903,8441,2654,9699"
1252,"6220,6326,9693,1299,4167,2910,8421,9098,11569,2344,10963,11194,564,4679,5279,13110,8927,11540,9881,5987,519,8922,2670,12026,10987,3214,11496,5066,10566,3031"
1276,"2140,2380,11299,7706,6515,1287,2344,85,6971,9942,10689,1841,3700,3071,6546,6166,5808,2541,3461,3308,13388,10415,6591,11768,4525,1713,13202,165,2903,6205"
1279,"1290,5303,8922,7120,6962,10663,789,8005,1851,9684,4777,9115,1065,961,12456,8714,5444,6649,2124,9799,978,13381,2248,10340,6744,11604,7112,1223,2286,3796"
1281,"1290,6971,7120,4576,5303,8235,6280,331,12497,7707,2567,3114,11171,9405,8567,12757,2489,4413,13296,5545,4152,2214,296,11515,10322,8590,7723,5281,12695,8548"
1288,"5999,5124,1598,10326,12768,9937,947,12668,9668,4388,8562,8405,7290,12990,2559,1555,2055,3888,7856,11390,10963,2602,11521,4101,10661,6813,6330,1726,11581,11103"
1305,"1290,4929,10663,8421,5999,12990,2380,8567,13101,1244,6220,9962,9405,8562,10648,362,1776,11282,2808,11525,8590,4101,8161,6899,3898,10326,331,3554,4277,13246"
1320,"2140,11289,3766,8205,2957,4036,9938,5543,12497,6038,10155,9971,11869,11890,9719,2449,12476,12807,8040,2218,2451,9306,5199,1163,7439,539,5999,9771,719,7784"
1321,"2140,1290,4929,10663,2343,11143,11540,7462,4216,4101,8421,12757,2220,8593,12990,7120,7964,6311,1323,7778,85,1287,2670,769,4778,2916,9799,8834,3909,6288"
1328,"1290,5303,789,331,1634,7120,10241,10607,12665,11088,6787,2140,2164,12944,9072,4482,5835,11818,2567,5135,1449,5199,5608,7723,820,6209,1554,5060,9962,5090"
1343,"1290,10663,4929,4798,6243,1779,7120,6326,9733,12026,1404,9962,6919,3992,789,1421,8223,10017,12278,2291,10670,6812,247,4101,13123,7073,3443,5558,4777,10389"
1345,"2140,1290,5135,7120,10663,2218,10607,10241,3697,10674,8590,4101,6243,6515,7856,9072,5381,5810,10381,2380,2808,3764,4929,13259,2233,5731,228,4576,13101,8302"
1374,"4929,10663,12990,9962,4387,789,2380,6610,6243,7120,4111,8567,6220,4576,8675,2199,8421,5573,3697,7817,2608,4388,3488,665,11626,269,10648,1957,5582,2837"
1410,"13114,12497,2218,10644,1662,331,13296,10462,12663,7063,7439,924,9309,5545,13280,3770,13104,4036,4413,10873,8954,8235,12363,149,9162,9853,9295,5914,2310,3106"
1414,"851,6220,2291,4101,2238,10326,1811,1478,9580,6107,2199,11288,9942,5403,560,10737,5135,10663,7824,6166,12030,544,9867,13373,2885,1747,1514,8472,1220,10941"
1420,"789,9799,3515,5303,5549,9962,2108,976,9072,7723,7745,4946,4413,5905,4028,10492,375,4229,4641,10725,3424,4817,11630,8707,7712,3451,10608,6982,3870,6418"
1440,"1290,2140,4929,10663,2380,9668,8053,411,8567,1700,491,11298,6899,11384,10816,7762,5760,10388,12705,2218,6515,2020,1021,4278,2518,6588,5372,1533,6220,13101"
1441,"1290,7120,2380,2140,3539,8590,4576,4929,6515,13101,4387,8205,5386,2199,1978,61,2291,12680,9234,6243,5696,12788,2107,8562,12990,5714,3071,5573,3230,732"
1443,"5303,6971,5135,11115,2916,3697,4576,10607,10997,6515,10519,8714,10362,6107,11626,11737,10622,10039,6823,6004,5866,5400,8581,12923,4430,2214,9583,31,5025,508"
1458,"851,12026,789,7715,13101,6899,6220,4777,621,10241,9880,7590,454,2199,2808,3308,8205,12441,1524,4083,1299,5008,9598,9685,10547,12030,4127,10277,7369,1779"
1492,"12990,9580,9998,9115,9132,11969,4387,7590,7064,10566,12321,5835,7020,5731,12471,12474,4636,3717,2910,5610,4037,6742,8675,2825,10729,5187,2107,1603,1287,1062"
1496,"3539,7707,6962,12680,9046,9799,2762,12030,10622,8402,9695,7734,7395,11751,1256,11840,5303,3780,897,11297,395,2071,10524,5391,12474,4100,12331,1571,3870,4947"
1499,"1290,7120,10663,789,4929,2218,12497,9962,5135,2140,6243,8567,10607,13101,12857,4777,4277,2957,10336,9866,6515,331,8922,4117,3774,1977,13433,2742,4540,8235"
1504,"10704,4946,12738,8452,12030,2220,3749,5966,1040,1813,9144,9098,1841,3435,3766,12107,5549,3525,5294,8394,5433,2108,13186,31,10710,7500,5124,6751,2806,8929"
1516,"1290,9295,13309,10336,296,976,2339,3697,4229,8667,4200,8196,2411,10997,789,2644,13118,3487,5135,11923,558,4917,5249,5303,4664,10427,9962,11631,10147,7563"
1523,"789,9799,12026,5303,5814,12784,10712,3870,11843,12606,7006,13249,8731,3220,3662,8271,3321,2444,12474,7645,3886,12699,7632,8402,11282,8561,1350,2030,7010,616"
1534,"1290,2140,6971,789,9733,10607,13296,4111,7723,5610,9866,7120,2337,7833,6322,6900,5008,976,952,3496,11723,12857,6960,1851,12729,2499,6437,6418,11609,9565"
1539,"1290,7120,4929,10663,12497,6220,4413,789,6243,2218,2990,12030,1912,9295,296,2988,681,4576,6899,8567,2916,8434,12705,4798,11396,10389,5135,4664,2000,11298"
1559,"5303,2218,6971,1244,11775,5999,3643,7679,4974,4430,331,11289,13150,7436,4229,530,7955,10039,6919,8561,10637,2420,8030,11357,8714,11000,1283,2862,3281,1810"
1572,"1598,9937,7063,6220,7578,4322,9942,8562,9348,10809,1286,2748,1769,8986,13334,2303,2212,11651,9580,2789,3667,11326,4228,3539,6825,10506,3706,10102,7637,2654"
